Link,Title,Platform,Level
/course/edx-women-making-history-ten-objects-many-stories-12269,"Women Making History: Ten Objects, Many Stories",edx,beginner
/course/edx-sikhism-through-its-scriptures-11388,Sikhism Through Its Scriptures,edx,beginner
/course/edx-quantitative-methods-for-biology-17849,Quantitative Methods for Biology,edx,beginner
/course/early-child-development-global-strategies-for-imp-27971,Early Childhood Development: Global Strategies for Implementation,edx,beginner
/course/edx-fundamentals-of-tinyml-21641,Fundamentals of TinyML,edx,beginner
/course/edx-citizen-politics-in-america-public-opinion-elections-interest-groups-and-the-media-11695,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",edx,beginner
/course/edx-justice-today-money-markets-and-morals-21573,"Justice Today: Money, Markets, and Morals",edx,beginner
/course/managing-happiness-65624,Managing Happiness,edx,beginner
/course/edx-poetry-in-america-whitman-2816,Poetry in America: Whitman,edx,beginner
/course/edx-china-humanities-the-individual-in-chinese-culture-9256,China Humanities: The Individual in Chinese Culture,edx,beginner
/course/edx-practical-improvement-science-in-health-care-a-roadmap-for-getting-results-5003,Practical Improvement Science in Health Care: A Roadmap for Getting Results,edx,beginner
/course/edx-chinax-book-club-five-authors-five-books-five-views-of-china-19466,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",edx,beginner
/course/civic-engagement-in-us-democracy-33440,We the People: Civic Engagement in a Constitutional Democracy,edx,beginner
/course/electrochemistry-61436,Electrochemistry,edx,beginner
/course/university-chemistry-entropy-and-equilibria-2-61437,Entropy and Equilibria,edx,beginner
/course/energy-and-thermodynamics-61435,Energy and Thermodynamics,edx,beginner
/course/energy-to-electrochemistry-final-exam-61438,Energy to Electrochemistry Final Exam,edx,beginner
/course/edx-let-s-get-happy-happiness-drives-performance-19741,Let’s Get Happy: Happiness Drives Performance,edx,beginner
/course/edx-it-fundamentals-for-business-professionals-software-development-3788,IT Fundamentals for Business Professionals: Software development,edx,beginner
/course/edx-living-at-the-nuclear-brink-19504,Living at the Nuclear Brink,edx,beginner
/course/edx-language-proof-and-logic-2340,"Language, Proof and Logic",edx,beginner
/course/edx-defining-the-string-quartet-haydn-19182,Defining the String Quartet: Haydn,edx,beginner
